resultId,raceId,driverId,constructorId,number_x,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,driverRef,number_y,code,forename,surname,dob,nationality_x,url_x,constructorRef,name,nationality_y,url_y,avg_pitstop,longest_pitstop,shortest_pitstop,pitstops,status
21067,853,1,1,3,2,4,4,4,12.0,53,+17.417,4863589,52,1,1:26.187,241.971,1,hamilton,44,HAM,Lewis,Hamilton,1985-01-07,British,http://en.wikipedia.org/wiki/Lewis_Hamilton,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,21979.5,22083,21876,2,Finished
21092,854,1,1,3,4,5,5,5,10.0,61,+1:07.766,7214523,54,4,1:50.832,164.779,1,hamilton,44,HAM,Lewis,Hamilton,1985-01-07,British,http://en.wikipedia.org/wiki/Lewis_Hamilton,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,29704.4,33456,24342,5,Finished
21116,855,1,1,3,3,5,5,5,10.0,53,+24.268,5477695,49,9,1:37.645,214.093,1,hamilton,44,HAM,Lewis,Hamilton,1985-01-07,British,http://en.wikipedia.org/wiki/Lewis_Hamilton,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,21734.666666666668,22821,21091,3,Finished
21137,856,1,1,3,1,2,2,2,18.0,55,+12.019,5894013,54,3,1:40.459,201.216,1,hamilton,44,HAM,Lewis,Hamilton,1985-01-07,British,http://en.wikipedia.org/wiki/Lewis_Hamilton,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,20715.0,20846,20584,2,Finished
21166,857,1,1,3,5,7,7,7,6.0,60,+1:24.183,5519185,58,9,1:28.721,207.955,1,hamilton,44,HAM,Lewis,Hamilton,1985-01-07,British,http://en.wikipedia.org/wiki/Lewis_Hamilton,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,23965.0,27193,22172,3,Finished
21184,858,1,1,3,2,1,1,1,25.0,55,1:37:11.886,5831886,51,3,1:43.461,193.255,1,hamilton,44,HAM,Lewis,Hamilton,1985-01-07,British,http://en.wikipedia.org/wiki/Lewis_Hamilton,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,19394.5,19439,19350,2,Finished
21234,860,1,1,4,1,3,3,3,15.0,58,+4.075,5653640,57,4,1:29.538,213.214,1,hamilton,44,HAM,Lewis,Hamilton,1985-01-07,British,http://en.wikipedia.org/wiki/Lewis_Hamilton,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,23163.0,23464,22862,2,Finished
21258,861,1,1,4,1,3,3,3,15.0,56,+14.591,9906403,50,6,1:41.539,196.523,1,hamilton,44,HAM,Lewis,Hamilton,1985-01-07,British,http://en.wikipedia.org/wiki/Lewis_Hamilton,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,26190.0,27961,24271,3,Finished
21282,862,1,1,4,7,3,3,3,15.0,56,+26.012,5812941,40,6,1:40.530,195.201,1,hamilton,44,HAM,Lewis,Hamilton,1985-01-07,British,http://en.wikipedia.org/wiki/Lewis_Hamilton,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,20590.333333333332,20903,20177,3,Finished
21311,863,1,1,4,2,8,8,8,4.0,57,+58.984,5769974,38,7,1:37.733,199.351,1,hamilton,44,HAM,Lewis,Hamilton,1985-01-07,British,http://en.wikipedia.org/wiki/Lewis_Hamilton,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,27553.0,30622,23696,3,Finished
21335,864,1,1,4,24,8,8,8,4.0,66,+1:18.140,6027285,50,18,1:28.918,188.465,1,hamilton,44,HAM,Lewis,Hamilton,1985-01-07,British,http://en.wikipedia.org/wiki/Lewis_Hamilton,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,20971.5,21963,19980,2,Finished
21356,865,1,1,4,3,5,5,5,10.0,78,+4.101,6370658,46,4,1:18.806,152.577,1,hamilton,44,HAM,Lewis,Hamilton,1985-01-07,British,http://en.wikipedia.org/wiki/Lewis_Hamilton,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,25748.0,25748,25748,1,Finished
21376,866,1,1,4,2,1,1,1,25.0,70,1:32:29.586,5549586,59,6,1:17.020,203.837,1,hamilton,44,HAM,Lewis,Hamilton,1985-01-07,British,http://en.wikipedia.org/wiki/Lewis_Hamilton,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,21952.5,22530,21375,2,Finished
21431,868,1,1,4,8,8,8,8,4.0,52,+36.463,5147751,44,15,1:36.173,220.515,1,hamilton,44,HAM,Lewis,Hamilton,1985-01-07,British,http://en.wikipedia.org/wiki/Lewis_Hamilton,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,24750.5,25003,24498,2,Finished
21472,870,1,1,4,1,1,1,1,25.0,69,1:41:05.503,6065503,65,4,1:25.677,184.082,1,hamilton,44,HAM,Lewis,Hamilton,1985-01-07,British,http://en.wikipedia.org/wiki/Lewis_Hamilton,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,19747.5,20436,19059,2,Finished
21520,872,1,1,4,1,1,1,1,25.0,53,1:19:41.221,4781221,52,5,1:28.427,235.841,1,hamilton,44,HAM,Lewis,Hamilton,1985-01-07,British,http://en.wikipedia.org/wiki/Lewis_Hamilton,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,20736.0,20736,20736,1,Finished
21572,874,1,1,4,9,5,5,5,10.0,53,+46.490,5382732,45,11,1:37.760,213.842,1,hamilton,44,HAM,Lewis,Hamilton,1985-01-07,British,http://en.wikipedia.org/wiki/Lewis_Hamilton,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,20471.0,21148,19794,2,Finished
21601,875,1,1,4,3,10,10,10,1.0,55,+79.692,5868343,49,9,1:42.721,196.785,1,hamilton,44,HAM,Lewis,Hamilton,1985-01-07,British,http://en.wikipedia.org/wiki/Lewis_Hamilton,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,19954.0,20777,19447,3,Finished
21619,876,1,1,4,3,4,4,4,12.0,60,+13.909,5484653,58,5,1:28.944,207.433,1,hamilton,44,HAM,Lewis,Hamilton,1985-01-07,British,http://en.wikipedia.org/wiki/Lewis_Hamilton,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,20852.0,20852,20852,1,Finished
21664,878,1,1,4,2,1,1,1,25.0,56,1:35:55.269,5755269,55,5,1:39.709,199.047,1,hamilton,44,HAM,Lewis,Hamilton,1985-01-07,British,http://en.wikipedia.org/wiki/Lewis_Hamilton,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,20814.0,20814,20814,1,Finished
22720,936,4,1,14,15,5,5,5,10.0,69,+49.079,6419064,67,10,1:27.311,180.637,1,alonso,14,ALO,Fernando,Alonso,1981-07-29,Spanish,http://en.wikipedia.org/wiki/Fernando_Alonso,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,20140.8,23162,16796,5,Finished
22826,941,4,1,14,19,11,11,11,0.0,53,+1:31.210,5922234,29,12,1:42.639,205.115,1,alonso,14,ALO,Fernando,Alonso,1981-07-29,Spanish,http://en.wikipedia.org/wiki/Fernando_Alonso,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,29539.0,29539,29539,1,Finished
22847,942,4,1,14,9,11,11,11,0.0,56,+54.816,6707519,55,11,1:44.323,190.243,1,alonso,14,ALO,Fernando,Alonso,1981-07-29,Spanish,http://en.wikipedia.org/wiki/Fernando_Alonso,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,27341.0,31987,24631,3,Finished
22972,950,4,1,14,11,12,12,12,0.0,56,+1:37.253,6031144,36,19,1:42.226,191.962,1,alonso,14,ALO,Fernando,Alonso,1981-07-29,Spanish,http://en.wikipedia.org/wiki/Fernando_Alonso,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,22900.5,22927,22874,2,Finished
23031,953,4,1,14,9,5,5,5,10.0,78,+1:25.076,7254209,72,8,1:19.170,151.739,1,alonso,14,ALO,Fernando,Alonso,1981-07-29,Spanish,http://en.wikipedia.org/wiki/Fernando_Alonso,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,26174.0,26836,25512,2,Finished
23187,960,4,1,14,22,7,7,7,6.0,44,+59.445,6350503,43,15,1:54.484,220.243,1,alonso,14,ALO,Fernando,Alonso,1981-07-29,Spanish,http://en.wikipedia.org/wiki/Fernando_Alonso,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,510342.5,998234,22451,2,Finished
23231,962,4,1,14,9,7,7,7,6.0,61,+1:29.198,7038148,49,12,1:51.249,163.902,1,alonso,14,ALO,Fernando,Alonso,1981-07-29,Spanish,http://en.wikipedia.org/wiki/Fernando_Alonso,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,28143.666666666668,30381,24649,3,Finished
23253,963,4,1,14,22,7,7,7,6.0,56,+1:05.205,5897981,44,6,1:38.291,203.017,1,alonso,14,ALO,Fernando,Alonso,1981-07-29,Spanish,http://en.wikipedia.org/wiki/Fernando_Alonso,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,24392.0,25195,23920,3,Finished
23295,965,4,1,14,12,5,5,5,10.0,56,+1:33.953,5986571,36,10,1:43.502,191.752,1,alonso,14,ALO,Fernando,Alonso,1981-07-29,Spanish,http://en.wikipedia.org/wiki/Fernando_Alonso,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,24491.5,25300,23683,2,Finished
23344,967,4,1,14,10,10,10,10,1.0,71,+44.432,10905767,70,12,1:27.104,178.090,1,alonso,14,ALO,Fernando,Alonso,1981-07-29,Spanish,http://en.wikipedia.org/wiki/Fernando_Alonso,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,1172476.0,2008789,24821,3,Finished
23366,968,4,1,14,9,10,10,10,1.0,55,+59.896,5943909,50,2,1:44.495,191.343,1,alonso,14,ALO,Fernando,Alonso,1981-07-29,Spanish,http://en.wikipedia.org/wiki/Fernando_Alonso,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,22338.0,22428,22248,2,Finished
23527,976,4,1,14,19,9,9,9,2.0,51,+59.551,7495124,49,6,1:45.168,205.488,1,alonso,14,ALO,Fernando,Alonso,1981-07-29,Spanish,http://en.wikipedia.org/wiki/Fernando_Alonso,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,449836.0,1313187,15104,3,Finished
23587,979,4,1,14,7,6,6,6,8.0,70,+1:11.223,6057936,69,1,1:20.182,196.697,1,alonso,14,ALO,Fernando,Alonso,1981-07-29,Spanish,http://en.wikipedia.org/wiki/Fernando_Alonso,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,22399.0,22399,22399,1,Finished
23749,987,4,1,14,6,8,8,8,4.0,71,+1:09.363,5555625,57,10,1:13.451,211.193,1,alonso,14,ALO,Fernando,Alonso,1981-07-29,Spanish,http://en.wikipedia.org/wiki/Fernando_Alonso,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,19328.75,23342,17716,4,Finished
23786,989,4,1,14,10,5,5,5,10.0,58,+27.886,5401169,57,7,1:26.978,219.489,1,alonso,14,ALO,Fernando,Alonso,1981-07-29,Spanish,http://en.wikipedia.org/wiki/Fernando_Alonso,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,22573.0,22573,22573,1,Finished
23828,991,4,1,14,13,7,7,7,6.0,56,+30.639,5767019,56,7,1:37.234,201.818,1,alonso,14,ALO,Fernando,Alonso,1981-07-29,Spanish,http://en.wikipedia.org/wiki/Fernando_Alonso,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,24110.0,24110,24110,1,Finished
23848,992,4,1,14,12,7,7,7,6.0,51,+10.931,6235222,32,12,1:47.449,201.126,1,alonso,14,ALO,Fernando,Alonso,1981-07-29,Spanish,http://en.wikipedia.org/wiki/Fernando_Alonso,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,39040.5,56710,21371,2,Finished
23969,998,4,1,14,13,8,8,8,4.0,52,+31.115,5280899,52,10,1:33.482,226.862,1,alonso,14,ALO,Fernando,Alonso,1981-07-29,Spanish,http://en.wikipedia.org/wiki/Fernando_Alonso,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,28377.0,28669,28085,2,Finished
24069,1003,4,1,14,11,7,7,7,6.0,61,+1:43.001,6774612,57,4,1:43.164,176.677,1,alonso,14,ALO,Fernando,Alonso,1981-07-29,Spanish,http://en.wikipedia.org/wiki/Fernando_Alonso,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,29922.0,29922,29922,1,Finished
20784,841,18,1,4,4,6,6,6,8.0,58,+54.304,5424563,49,5,1:29.883,212.396,1,button,22,BUT,Jenson,Button,1980-01-19,British,http://en.wikipedia.org/wiki/Jenson_Button,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,20950.333333333332,23303,16867,3,Finished
20802,842,18,1,4,4,2,2,2,18.0,56,+3.261,5863093,50,4,1:41.264,197.057,1,button,22,BUT,Jenson,Button,1980-01-19,British,http://en.wikipedia.org/wiki/Jenson_Button,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,22451.333333333332,22483,22400,3,Finished
20828,843,18,1,4,2,4,4,4,12.0,56,+10.000,5828226,39,3,1:40.623,195.021,1,button,22,BUT,Jenson,Button,1980-01-19,British,http://en.wikipedia.org/wiki/Jenson_Button,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,21924.666666666668,23779,20758,3,Finished
20854,844,18,1,4,6,6,6,6,8.0,58,+59.431,5476989,47,13,1:31.167,210.786,1,button,22,BUT,Jenson,Button,1980-01-19,British,http://en.wikipedia.org/wiki/Jenson_Button,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,21808.0,22639,21368,3,Finished
20875,845,18,1,4,5,3,3,3,15.0,66,+35.697,5978998,63,7,1:27.518,191.480,1,button,22,BUT,Jenson,Button,1980-01-19,British,http://en.wikipedia.org/wiki/Jenson_Button,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,20295.0,20763,20015,3,Finished
20899,846,18,1,4,2,3,3,3,15.0,78,+2.378,7780751,78,3,1:16.463,157.252,1,button,22,BUT,Jenson,Button,1980-01-19,British,http://en.wikipedia.org/wiki/Jenson_Button,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,25457.0,26421,24670,3,Finished
20920,847,18,1,4,7,1,1,1,25.0,70,4:04:39.537,14679537,69,1,1:16.956,204.007,1,button,22,BUT,Jenson,Button,1980-01-19,British,http://en.wikipedia.org/wiki/Jenson_Button,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,23511.166666666668,31718,14501,6,Finished
20949,848,18,1,4,6,6,6,6,8.0,57,+1:00.065,6036234,57,3,1:42.340,190.623,1,button,22,BUT,Jenson,Button,1980-01-19,British,http://en.wikipedia.org/wiki/Jenson_Button,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,20600.333333333332,20997,20325,3,Finished
21016,851,18,1,4,3,1,1,1,25.0,70,1:46:42.337,6402337,58,6,1:23.937,187.898,1,button,22,BUT,Jenson,Button,1980-01-19,British,http://en.wikipedia.org/wiki/Jenson_Button,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,20965.666666666668,21786,20046,3,Finished
21042,852,18,1,4,13,3,3,3,15.0,44,+9.669,5214562,39,2,1:50.062,229.092,1,button,22,BUT,Jenson,Button,1980-01-19,British,http://en.wikipedia.org/wiki/Jenson_Button,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,23147.333333333332,26046,21640,3,Finished
21065,853,18,1,4,3,2,2,2,18.0,53,+9.590,4855762,52,2,1:26.207,241.915,1,button,22,BUT,Jenson,Button,1980-01-19,British,http://en.wikipedia.org/wiki/Jenson_Button,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,21877.5,22095,21660,2,Finished
21089,854,18,1,4,3,2,2,2,18.0,61,+1.737,7148494,54,1,1:48.454,168.392,1,button,22,BUT,Jenson,Button,1980-01-19,British,http://en.wikipedia.org/wiki/Jenson_Button,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,30131.666666666668,30305,29921,3,Finished
21112,855,18,1,4,2,1,1,1,25.0,53,1:30:53.427,5453427,52,1,1:36.568,216.481,1,button,22,BUT,Jenson,Button,1980-01-19,British,http://en.wikipedia.org/wiki/Jenson_Button,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,20935.0,21094,20713,3,Finished
21139,856,18,1,4,3,4,4,4,12.0,55,+14.694,5896688,55,7,1:40.709,200.716,1,button,22,BUT,Jenson,Button,1980-01-19,British,http://en.wikipedia.org/wiki/Jenson_Button,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,20762.0,20766,20758,2,Finished
21161,857,18,1,4,4,2,2,2,18.0,60,+8.433,5443435,60,4,1:27.967,209.737,1,button,22,BUT,Jenson,Button,1980-01-19,British,http://en.wikipedia.org/wiki/Jenson_Button,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,21465.0,21838,21092,2,Finished
21186,858,18,1,4,3,3,3,3,15.0,55,+25.881,5857767,51,2,1:43.154,193.830,1,button,22,BUT,Jenson,Button,1980-01-19,British,http://en.wikipedia.org/wiki/Jenson_Button,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,20604.5,20908,20301,2,Finished
21210,859,18,1,4,3,3,3,3,15.0,71,+27.638,5565102,63,2,1:15.580,205.244,1,button,22,BUT,Jenson,Button,1980-01-19,British,http://en.wikipedia.org/wiki/Jenson_Button,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,21542.0,22005,21038,3,Finished
21232,860,18,1,3,2,1,1,1,25.0,58,1:34:09.565,5649565,56,1,1:29.187,214.053,1,button,22,BUT,Jenson,Button,1980-01-19,British,http://en.wikipedia.org/wiki/Jenson_Button,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,23056.0,23275,22837,2,Finished
21269,861,18,1,3,2,14,14,14,0.0,56,+1:19.719,9971531,50,14,1:42.100,195.443,1,button,22,BUT,Jenson,Button,1980-01-19,British,http://en.wikipedia.org/wiki/Jenson_Button,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,26746.0,36517,23477,5,Finished
21281,862,18,1,3,5,2,2,2,18.0,56,+20.626,5807555,56,3,1:40.422,195.411,1,button,22,BUT,Jenson,Button,1980-01-19,British,http://en.wikipedia.org/wiki/Jenson_Button,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,22551.666666666668,26618,20474,3,Finished
21336,864,18,1,3,10,9,9,9,2.0,66,+1:25.246,6034391,41,14,1:28.624,189.090,1,button,22,BUT,Jenson,Button,1980-01-19,British,http://en.wikipedia.org/wiki/Jenson_Button,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,20427.333333333332,21061,19888,3,Finished
21407,867,18,1,3,9,8,8,8,4.0,57,+24.653,6281302,48,17,1:44.806,186.138,1,button,22,BUT,Jenson,Button,1980-01-19,British,http://en.wikipedia.org/wiki/Jenson_Button,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,19943.0,20246,19640,2,Finished
21433,868,18,1,3,16,10,10,10,1.0,52,+44.444,5155732,52,14,1:36.086,220.714,1,button,22,BUT,Jenson,Button,1980-01-19,British,http://en.wikipedia.org/wiki/Jenson_Button,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,24950.0,25138,24762,2,Finished
21449,869,18,1,3,6,2,2,2,18.0,67,+6.949,5472811,67,8,1:19.469,207.205,1,button,22,BUT,Jenson,Button,1980-01-19,British,http://en.wikipedia.org/wiki/Jenson_Button,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,17349.0,17867,16831,2,Finished
21477,870,18,1,3,4,6,6,6,8.0,69,+30.243,6095746,58,10,1:25.831,183.751,1,button,22,BUT,Jenson,Button,1980-01-19,British,http://en.wikipedia.org/wiki/Jenson_Button,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,19615.333333333332,20355,19083,3,Finished
21496,871,18,1,3,1,1,1,1,25.0,44,1:29:08.530,5348530,40,10,1:54.293,220.611,1,button,22,BUT,Jenson,Button,1980-01-19,British,http://en.wikipedia.org/wiki/Jenson_Button,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,19668.0,19668,19668,1,Finished
21545,873,18,1,3,4,2,2,2,18.0,59,+8.959,7235103,47,4,1:52.625,162.155,1,button,22,BUT,Jenson,Button,1980-01-19,British,http://en.wikipedia.org/wiki/Jenson_Button,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,29840.5,30019,29662,2,Finished
21571,874,18,1,3,8,4,4,4,12.0,53,+25.098,5361340,51,2,1:36.606,216.396,1,button,22,BUT,Jenson,Button,1980-01-19,British,http://en.wikipedia.org/wiki/Jenson_Button,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,20666.0,21099,20233,2,Finished
21620,876,18,1,3,4,5,5,5,10.0,60,+26.266,5497010,60,1,1:28.203,209.176,1,button,22,BUT,Jenson,Button,1980-01-19,British,http://en.wikipedia.org/wiki/Jenson_Button,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,21509.0,21509,21509,1,Finished
21643,877,18,1,3,5,4,4,4,12.0,55,+7.787,6366454,50,4,1:44.533,191.273,1,button,22,BUT,Jenson,Button,1980-01-19,British,http://en.wikipedia.org/wiki/Jenson_Button,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,19455.0,19455,19455,1,Finished
21668,878,18,1,3,12,5,5,5,10.0,56,+56.432,5811701,54,6,1:40.150,198.170,1,button,22,BUT,Jenson,Button,1980-01-19,British,http://en.wikipedia.org/wiki/Jenson_Button,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,21445.0,21445,21445,1,Finished
21688,879,18,1,3,2,1,1,1,25.0,71,1:45:22.656,6322656,37,2,1:18.108,198.601,1,button,22,BUT,Jenson,Button,1980-01-19,British,http://en.wikipedia.org/wiki/Jenson_Button,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,21503.0,21550,21456,2,Finished
21720,880,18,1,5,10,9,9,9,2.0,58,+1:21.630,5484855,41,7,1:30.198,211.654,1,button,22,BUT,Jenson,Button,1980-01-19,British,http://en.wikipedia.org/wiki/Jenson_Button,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,22463.666666666668,23571,21538,3,Finished
21760,882,18,1,5,8,5,5,5,10.0,56,+35.285,5822230,56,2,1:38.058,200.122,1,button,22,BUT,Jenson,Button,1980-01-19,British,http://en.wikipedia.org/wiki/Jenson_Button,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,19880.0,19898,19862,2,Finished
21787,883,18,1,5,10,10,10,10,1.0,57,+46.631,5807129,49,6,1:37.743,199.330,1,button,22,BUT,Jenson,Button,1980-01-19,British,http://en.wikipedia.org/wiki/Jenson_Button,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,21978.25,23093,21230,4,Finished
21807,884,18,1,5,14,8,8,8,4.0,66,+1:19.506,6036102,55,14,1:27.957,190.524,1,button,22,BUT,Jenson,Button,1980-01-19,British,http://en.wikipedia.org/wiki/Jenson_Button,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,19098.666666666668,19290,18810,3,Finished
21827,885,18,1,5,9,6,6,6,8.0,78,+23.103,8295159,76,8,1:18.720,152.743,1,button,22,BUT,Jenson,Button,1980-01-19,British,http://en.wikipedia.org/wiki/Jenson_Button,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,24585.0,24585,24585,1,Finished
21878,887,18,1,5,10,13,13,13,0.0,52,+25.969,5605425,39,16,1:36.356,220.096,1,button,22,BUT,Jenson,Button,1980-01-19,British,http://en.wikipedia.org/wiki/Jenson_Button,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,24551.0,24745,24357,2,Finished
